,name,year,price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats,brand
6938,Ford Figo Aspire 1.5 TDCi Ambiente,2016,500000,70000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5.0,Ford
6939,Maruti Swift VDI,2011,400000,60000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,Maruti
6940,Mahindra Bolero 2011-2019 SLX,2013,550000,90000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.0,7.0,Mahindra
6941,Tata New Safari Dicor LX 4X2 BS IV,2007,200000,70000,Diesel,Individual,Manual,Second Owner,13.93,2179.0,138.0,7.0,Tata
6942,Hyundai i10 Sportz,2012,280000,65000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.0,5.0,Hyundai
6943,Maruti Swift Dzire VDI,2014,580000,88000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,Maruti
6944,Tata Manza Aura (ABS) Quadrajet,2009,100000,80000,Diesel,Individual,Manual,Third Owner,18.8,1248.0,90.0,5.0,Tata
6945,Mahindra Scorpio EX,2014,550000,60000,Diesel,Individual,Manual,First Owner,14.0,2523.0,75.0,8.0,Mahindra
6946,Mahindra TUV 300 T4 Plus,2017,700000,38000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,Mahindra
6947,Tata Manza Aqua Safire,2010,150000,80000,Petrol,Individual,Manual,Third Owner,15.0,1368.0,90.0,5.0,Tata
6948,Hyundai EON Magna Plus,2014,190000,60000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.0,5.0,Hyundai
6949,Mahindra Bolero 2011-2019 SLE,2013,500000,110000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.0,7.0,Mahindra
6950,Maruti Swift VDI BSIV,2017,640000,110000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,Maruti
6951,Skoda Fabia 1.2L Diesel Elegance,2011,340000,145000,Diesel,Individual,Manual,First Owner,20.86,1199.0,75.0,5.0,Skoda
6952,Hyundai Elite i20 Asta Option Diesel,2019,811000,43000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.0,5.0,Hyundai
6953,Maruti Ritz LDi,2016,409999,120000,Diesel,Individual,Manual,First Owner,23.2,1248.0,73.0,5.0,Maruti
6954,Maruti Swift Lxi BSIII,2007,220000,136000,Petrol,Individual,Manual,Second Owner,16.1,1298.0,88.0,5.0,Maruti
6955,Tata Indica V2 DLS BSIII,2013,170000,120000,Diesel,Individual,Manual,Second Owner,17.88,1405.0,48.0,5.0,Tata
6956,Hyundai Elite i20 Petrol Asta Option,2018,700000,25000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.0,5.0,Hyundai
6957,Mahindra Scorpio S10 4WD,2015,950000,80000,Diesel,Individual,Manual,Second Owner,15.4,2179.0,120.0,7.0,Mahindra
6958,Hyundai Accent GLS 1.6 ABS,2003,80000,40000,Petrol,Individual,Manual,Second Owner,14.4,1599.0,94.0,5.0,Hyundai
6959,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5.0,Jaguar
6960,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.0,5.0,Lexus
6961,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5.0,Jaguar
6962,Tata Safari Storme EX,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.0,7.0,Tata
6963,Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5.0,Volvo
6964,Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.0,5.0,Toyota
6965,Maruti Wagon R LXI,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.0,5.0,Maruti
6966,Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,Maruti
6967,Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.0,5.0,Honda
6968,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.0,7.0,Toyota
6969,Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.0,5.0,Maruti
6970,Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.0,5.0,Toyota
6971,Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.0,5.0,Maruti
6972,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.0,5.0,Hyundai
6973,BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,BMW
6974,BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,BMW
6975,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.0,5.0,Honda
6976,Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.0,5.0,Skoda
6977,Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5.0,Volvo
6978,Maruti Swift Dzire VDI,2014,420000,120000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5.0,Maruti
6979,Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,899000,35000,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.0,5.0,Maruti
6980,Datsun GO T Petrol,2019,459999,35000,Petrol,Individual,Manual,First Owner,19.83,1198.0,67.0,5.0,Datsun
6981,Hyundai Verna CRDi SX ABS,2008,150000,120000,Diesel,Individual,Manual,Second Owner,18.1,1493.0,110.0,5.0,Hyundai
6982,Renault KWID 1.0 RXT Optional,2017,350000,25000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0,Renault
6983,Toyota Etios GD,2015,509999,100000,Diesel,Individual,Manual,Second Owner,23.59,1364.0,67.0,5.0,Toyota
6984,Mahindra Bolero 2011-2019 Plus Non AC,2013,500000,120000,Diesel,Individual,Manual,Third Owner,15.96,2523.0,62.0,9.0,Mahindra
6985,Tata Zest Revotron 1.2 XT,2017,370000,35000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.0,5.0,Tata
6986,Maruti Alto K10 2010-2014 VXI,2013,240000,44000,Petrol,Individual,Manual,Second Owner,20.92,998.0,67.0,5.0,Maruti
6987,Hyundai i20 Asta 1.4 CRDi,2015,530000,100000,Diesel,Individual,Manual,Second Owner,22.54,1396.0,88.0,5.0,Hyundai
6988,Mahindra Scorpio S10 7 Seater,2015,1000000,133000,Diesel,Individual,Manual,Second Owner,15.4,2179.0,120.0,7.0,Mahindra
6989,Toyota Innova Crysta 2.4 VX MT BSIV,2018,1600000,35000,Diesel,Individual,Manual,Second Owner,13.68,2393.0,147.0,7.0,Toyota
6990,Hyundai i10 Sportz,2014,350000,64000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.0,5.0,Hyundai
6991,Mahindra XUV500 AT W10 FWD,2015,1100000,70000,Diesel,Individual,Automatic,First Owner,16.0,2179.0,140.0,7.0,Mahindra
6992,Hyundai i20 1.2 Magna,2011,220000,70000,Petrol,Individual,Manual,First Owner,18.5,1197.0,80.0,5.0,Hyundai
6993,Hyundai Grand i10 Sportz,2015,350000,100000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,Hyundai
6994,Maruti Swift LDI,2013,370000,90000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5.0,Maruti
6995,Maruti Swift Dzire VXi,2014,220000,50000,Petrol,Individual,Manual,First Owner,17.5,1298.0,85.0,5.0,Maruti
6996,Chevrolet Sail Hatchback LT ABS,2013,200000,80000,Diesel,Individual,Manual,First Owner,22.1,1248.0,76.0,5.0,Chevrolet
6997,Mahindra KUV 100 mFALCON D75 K4,2017,400000,50000,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,6.0,Mahindra
6998,Fiat Grande Punto 1.4 Emotion,2009,150000,55000,Petrol,Individual,Manual,First Owner,14.6,1368.0,88.0,5.0,Fiat
6999,Toyota Innova Crysta 2.7 GX AT 8 STR,2020,1500000,40000,Petrol,Individual,Automatic,First Owner,10.75,2694.0,163.0,8.0,Toyota
7000,Maruti Omni 5 Seater BSIV,2011,130000,70000,Petrol,Individual,Manual,Second Owner,14.0,796.0,35.0,5.0,Maruti
7001,Maruti Alto 800 LXI,2013,185000,80000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.0,5.0,Maruti
7002,Hyundai Santro Xing (Non-AC),2010,110000,80000,Petrol,Individual,Manual,Second Owner,0.0,1086.0,62.0,5.0,Hyundai
7003,Mahindra Bolero 2011-2019 SLX,2012,450000,120000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.0,7.0,Mahindra
7004,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,500000,20000,Petrol,Individual,Manual,Second Owner,18.9,1197.0,81.0,5.0,Hyundai
7005,Ford EcoSport 1.5 Petrol Ambiente BSIV,2017,570000,31596,Petrol,Dealer,Manual,First Owner,17.0,1497.0,121.0,5.0,Ford
7006,Mahindra XUV500 W6 2WD,2013,650000,85710,Diesel,Dealer,Manual,First Owner,15.1,2179.0,140.0,7.0,Mahindra
7007,Toyota Fortuner 3.0 Diesel,2012,1680000,129627,Diesel,Dealer,Manual,First Owner,11.5,2982.0,171.0,7.0,Toyota
7008,Datsun RediGO T Option,2018,250000,10000,Petrol,Individual,Manual,First Owner,22.7,799.0,53.0,5.0,Datsun
7009,Hyundai i10 Sportz,2014,320000,15000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.0,5.0,Hyundai
7010,Maruti Wagon R AMT VXI,2017,440000,35000,Petrol,Individual,Automatic,First Owner,20.51,998.0,67.0,5.0,Maruti
7011,Hyundai i20 Sportz 1.2,2013,315000,49000,Petrol,Individual,Manual,Second Owner,18.5,1197.0,82.0,5.0,Hyundai
7012,Hyundai Santro Xing ABS,2007,100000,70000,Petrol,Individual,Manual,Third Owner,19.3,1248.0,82.0,5.0,Hyundai
7013,Tata Manza Aura Quadrajet,2010,202999,158000,Diesel,Individual,Manual,First Owner,18.8,1248.0,90.0,5.0,Tata
7014,Hyundai EON Era,2012,179000,30000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.0,5.0,Hyundai
7015,Hyundai i10 Magna 1.2 iTech SE,2008,140000,60000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.0,5.0,Hyundai
7016,Maruti Zen Estilo 1.1 LXI BSIII,2008,150000,40000,Petrol,Individual,Manual,Second Owner,18.2,1061.0,64.0,5.0,Maruti
7017,Mahindra Bolero SLX,2011,440000,60000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7.0,Mahindra
7018,Ford Figo Diesel EXI,2011,250000,55130,Diesel,Dealer,Manual,Second Owner,20.0,1399.0,68.0,5.0,Ford
7019,Maruti Wagon R VXI BS IV,2014,330000,22000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.0,5.0,Maruti
7020,Ford Figo Petrol ZXI,2010,250000,48000,Petrol,Individual,Manual,First Owner,15.6,1196.0,70.0,5.0,Ford
7021,Hyundai i20 Magna,2012,335000,45000,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.0,5.0,Hyundai
7022,Mahindra XUV500 W4,2016,1025000,22522,Diesel,Dealer,Manual,First Owner,16.0,2179.0,140.0,7.0,Mahindra
7023,Hyundai i20 1.2 Magna,2012,320000,51856,Petrol,Dealer,Manual,Third Owner,18.5,1197.0,80.0,5.0,Hyundai
7024,Maruti Ciaz RS ZXi Plus,2015,550000,29434,Petrol,Individual,Manual,First Owner,20.73,1373.0,91.0,5.0,Maruti
7025,Honda WR-V i-DTEC VX,2018,800000,25000,Diesel,Individual,Manual,First Owner,25.5,1498.0,98.0,5.0,Honda
7026,Tata Tiago 1.2 Revotron XZ,2017,380000,28000,Petrol,Individual,Manual,Second Owner,23.84,1199.0,84.0,5.0,Tata
7027,Renault Duster 85PS Diesel RxL Optional,2013,400000,44500,Diesel,Individual,Manual,Second Owner,20.46,1461.0,83.0,5.0,Renault
7028,Maruti Wagon R VXI BS IV,2016,375000,34500,Petrol,Individual,Manual,First Owner,20.51,998.0,67.0,5.0,Maruti
7029,Honda City i-VTEC CVT ZX,2017,1100000,20000,Petrol,Individual,Automatic,First Owner,18.0,1497.0,117.0,5.0,Honda
7030,Hyundai i20 1.2 Spotz,2018,650000,15000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.0,5.0,Hyundai
7031,Nissan Micra XV CVT,2014,361000,26000,Petrol,Individual,Automatic,First Owner,19.34,1198.0,76.0,5.0,Nissan
7032,Hyundai EON D Lite Plus,2012,140000,20000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.0,5.0,Hyundai
7033,Hyundai Xcent 1.2 VTVT S,2019,550000,3000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.0,5.0,Hyundai
7034,Honda Amaze VX Petrol BSIV,2019,670000,20000,Petrol,Individual,Manual,First Owner,19.5,1199.0,88.0,5.0,Honda
7035,Maruti Vitara Brezza ZDi Plus,2017,880000,25000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.0,5.0,Maruti
7036,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,950000,35000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.0,5.0,Ford
7037,Chevrolet Cruze LTZ,2010,300000,60000,Diesel,Individual,Manual,First Owner,18.3,1991.0,147.0,5.0,Chevrolet
7038,Honda City i-VTEC CVT VX,2017,1150000,6825,Petrol,Individual,Automatic,First Owner,18.0,1497.0,117.0,5.0,Honda
7039,Chevrolet Cruze LTZ AT,2015,450000,155000,Diesel,Individual,Automatic,First Owner,14.81,1998.0,163.0,5.0,Chevrolet
7040,Maruti Eeco CNG 5 Seater AC BSIV,2018,375000,50000,CNG,Individual,Manual,First Owner,21.94,1196.0,61.0,5.0,Maruti
7041,Maruti Ertiga BSIV VXI,2016,600000,13500,Petrol,Individual,Manual,First Owner,17.5,1373.0,91.0,7.0,Maruti
7042,Toyota Innova 2.5 V Diesel 8-seater,2008,700000,260000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,8.0,Toyota
7043,Hyundai Xcent 1.2 CRDi S,2018,600000,65000,Diesel,Individual,Manual,First Owner,25.4,1186.0,73.0,5.0,Hyundai
7044,Mahindra Xylo H9,2014,630000,95000,Diesel,Individual,Manual,Second Owner,14.02,2179.0,118.0,8.0,Mahindra
7045,Maruti Ciaz ZXi,2016,590000,40000,Petrol,Individual,Manual,Second Owner,20.73,1373.0,91.0,5.0,Maruti
7046,Hyundai Santro Era,2019,420000,30000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5.0,Hyundai
7047,Mitsubishi Pajero Sport 4X4 Dual Tone,2016,1950000,120000,Diesel,Individual,Manual,First Owner,13.5,2477.0,175.0,7.0,Mitsubishi
7048,Tata New Safari Dicor EX 4X2 BS IV,2013,541000,112011,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.0,7.0,Tata
7049,Toyota Innova 2.5 G (Diesel) 7 Seater,2015,900000,125000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.0,7.0,Toyota
7050,Toyota Innova 2.5 G (Diesel) 7 Seater,2015,900000,125000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.0,7.0,Toyota
7051,Tata Manza Aura Quadrajet,2009,250000,43000,Diesel,Individual,Manual,First Owner,18.8,1248.0,90.0,5.0,Tata
7052,Mahindra Bolero 2011-2019 SLE,2019,670000,53534,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.0,7.0,Mahindra
7053,Tata Tigor 2017-2020 XZ Plus,2019,530000,20000,Petrol,Individual,Manual,First Owner,20.3,1199.0,83.0,5.0,Tata
7054,Chevrolet Beat Diesel LT,2012,150000,70000,Diesel,Individual,Manual,Second Owner,25.44,936.0,57.0,5.0,Chevrolet
7055,Mahindra XUV500 W8 2WD,2013,550000,70000,Diesel,Individual,Manual,Third Owner,15.1,2179.0,140.0,7.0,Mahindra
7056,Mahindra Scorpio 1.99 S4 Plus,2015,650000,150000,Diesel,Individual,Manual,First Owner,15.4,1997.0,120.0,7.0,Mahindra
7057,Tata Indica Vista TDI LX,2012,180000,100000,Diesel,Individual,Manual,Second Owner,19.4,1405.0,70.0,5.0,Tata
7058,Mahindra Thar 4X4,2015,585000,50000,Diesel,Individual,Manual,First Owner,16.55,2498.0,105.0,7.0,Mahindra
7059,Hyundai i20 Magna,2013,345000,120000,Petrol,Individual,Manual,Second Owner,18.5,1197.0,82.0,5.0,Hyundai
7060,Maruti Swift VDI,2013,350000,110000,Diesel,Individual,Manual,Third Owner,22.9,1248.0,74.0,5.0,Maruti
7061,Honda BRV i-VTEC V MT,2016,725000,140000,Petrol,Individual,Manual,First Owner,15.4,1497.0,117.0,7.0,Honda
7062,Tata Venture EX 7 Str,2012,250000,120000,Diesel,Individual,Manual,First Owner,15.42,1405.0,70.0,7.0,Tata
7063,Maruti 800 AC,2002,45000,70000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,Maruti
7064,Toyota Innova 2.5 E Diesel MS 8-seater,2007,409999,248119,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494.0,102.0,8.0,Toyota
7065,Renault KWID 1.0 RXT Optional,2017,325000,16500,Petrol,Individual,Manual,Second Owner,23.01,999.0,67.0,5.0,Renault
7066,Maruti Alto K10 VXI,2016,350000,9900,Petrol,Individual,Manual,First Owner,23.95,998.0,67.0,5.0,Maruti
7067,Maruti Alto LXi,2012,180000,80000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.0,5.0,Maruti
7068,Fiat Linea Emotion,2010,150000,100000,Petrol,Individual,Manual,Second Owner,16.0,1368.0,90.0,5.0,Fiat
7069,Maruti Dzire ZXI,2020,700000,20000,Petrol,Individual,Manual,First Owner,23.26,1197.0,88.0,5.0,Maruti
7070,Maruti Ciaz ZDi Plus SHVS,2016,795000,90000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.0,5.0,Maruti
7071,Mahindra Thar CRDe,2019,950000,15000,Diesel,Individual,Manual,First Owner,16.55,2498.0,105.0,6.0,Mahindra
7072,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,2018,885000,75000,Diesel,Individual,Automatic,First Owner,21.5,1498.0,108.0,5.0,Volkswagen
7073,Maruti Ritz LDi,2011,160000,140000,Diesel,Individual,Manual,First Owner,21.1,1248.0,73.0,5.0,Maruti
7074,Hyundai i20 1.4 CRDi Asta,2012,300000,120000,Diesel,Individual,Manual,Second Owner,23.0,1396.0,90.0,5.0,Hyundai
7075,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,2018,950000,75000,Diesel,Individual,Automatic,First Owner,21.5,1498.0,108.0,5.0,Volkswagen
7076,Maruti Ertiga VDI,2015,549000,90000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.0,7.0,Maruti
7077,Audi A3 35 TDI Premium Plus,2018,3000000,20000,Diesel,Individual,Automatic,First Owner,20.38,1968.0,143.0,5.0,Audi
7078,Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,1200000,61000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.0,7.0,Toyota
7079,Renault Fluence Diesel E4,2012,570000,100000,Diesel,Individual,Manual,Second Owner,21.8,1461.0,78.0,5.0,Renault
7080,Mahindra Thar CRDe,2017,800000,60000,Diesel,Individual,Manual,Second Owner,16.55,2498.0,105.0,6.0,Mahindra
7081,Hyundai Verna CRDi SX ABS,2009,375000,100000,Diesel,Individual,Manual,First Owner,18.1,1493.0,110.0,5.0,Hyundai
7082,Mahindra Bolero SLX,2009,300000,170000,Diesel,Individual,Manual,Third Owner,13.6,2523.0,63.0,7.0,Mahindra
7083,Toyota Etios G,2013,350000,100000,Petrol,Individual,Manual,Second Owner,16.78,1496.0,88.0,5.0,Toyota
7084,Mahindra Bolero SLX,2011,400000,120000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7.0,Mahindra
7085,Volkswagen Polo 1.5 TDI Comfortline,2015,434999,50000,Diesel,Individual,Manual,First Owner,20.14,1498.0,88.0,5.0,Volkswagen
7086,Toyota Etios Liva G,2012,200000,120000,Petrol,Individual,Manual,Second Owner,19.3,1248.0,82.0,5.0,Toyota
7087,Maruti Alto 800 LXI,2015,260000,25000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.0,5.0,Maruti
7088,Maruti Swift VDI,2013,450000,24019,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,Maruti
7089,Hyundai Verna 1.6 SX,2013,459999,80000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.0,5.0,Hyundai
7090,Maruti Ritz VDi ABS,2011,210000,100000,Diesel,Individual,Manual,Second Owner,21.1,1248.0,73.0,5.0,Maruti
7091,Maruti Swift Dzire VXI,2015,540000,93000,Petrol,Individual,Manual,Second Owner,20.85,1197.0,83.0,5.0,Maruti
7092,Maruti Ertiga SHVS VDI,2017,710000,50000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.0,7.0,Maruti
7093,Maruti Alto 800 VXI,2018,285000,22000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.0,5.0,Maruti
7094,Hyundai Creta 1.4 E Plus,2019,990000,19600,Diesel,Individual,Manual,First Owner,22.1,1396.0,88.0,5.0,Hyundai
7095,Tata Indigo CS eGLS BS IV,2017,362000,104000,Petrol,Individual,Manual,First Owner,15.64,1193.0,64.0,5.0,Tata
7096,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,880000,33000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.0,5.0,Ford
7097,Mahindra TUV 300 mHAWK100 T8,2017,700000,60000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,Mahindra
7098,Mahindra Bolero 2011-2019 DI - AC BS III,2016,600000,60000,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,9.0,Mahindra
7099,Nissan Terrano XL,2015,700000,40000,Petrol,Individual,Manual,First Owner,13.24,1598.0,102.0,5.0,Nissan
7100,Tata Tiago 1.05 Revotorq XT,2016,400000,60000,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5.0,Tata
7101,Hyundai Accent Executive LPG,2010,165000,80000,LPG,Individual,Manual,First Owner,13.2,1495.0,93.0,5.0,Hyundai
7102,Toyota Innova 2.5 V Diesel 8-seater,2007,350000,376412,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,8.0,Toyota
7103,Maruti Ertiga VXI,2014,425000,80000,Petrol,Individual,Manual,Third Owner,16.02,1373.0,93.0,7.0,Maruti
7104,Hyundai Santro Xing GL Plus,2012,180000,70000,Petrol,Individual,Manual,First Owner,17.92,1086.0,62.0,5.0,Hyundai
7105,Maruti Alto K10 2010-2014 VXI,2012,170000,90000,Petrol,Individual,Manual,Third Owner,20.92,998.0,67.0,5.0,Maruti
7106,Mahindra Bolero 2011-2019 DI NON AC BS III White,2014,370000,183000,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,9.0,Mahindra
7107,Maruti Vitara Brezza VDi,2018,800000,27000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.0,5.0,Maruti
7108,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,900000,35000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.0,5.0,Ford
7109,Maruti Swift VDI,2013,390000,120000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,Maruti
7110,Maruti Swift Dzire VDI,2014,445000,80000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5.0,Maruti
7111,Maruti Swift Dzire VDI,2014,459999,70000,Diesel,Individual,Manual,Fourth & Above Owner,23.4,1248.0,74.0,5.0,Maruti
7112,Maruti Wagon R LXI DUO BS IV,2013,275000,55000,LPG,Individual,Manual,First Owner,14.4,998.0,61.0,5.0,Maruti
7113,Maruti Ritz VDi,2009,200000,120000,Diesel,Individual,Manual,Second Owner,21.1,1248.0,73.0,5.0,Maruti
7114,Maruti Swift Dzire 1.2 Lxi BSIV,2012,350000,72000,Petrol,Individual,Manual,Second Owner,17.5,1197.0,85.0,5.0,Maruti
7115,Tata New Safari 4X4 EXI BSIII,2007,95000,120000,Diesel,Individual,Manual,Second Owner,12.0,2092.0,127.0,7.0,Tata
7116,Toyota Etios GD,2014,550000,250000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.0,5.0,Toyota
7117,Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2016,900000,100000,Diesel,Individual,Manual,First Owner,13.58,2499.0,72.0,9.0,Chevrolet
7118,Tata Sumo Gold GX,2013,350000,120000,Diesel,Individual,Manual,Second Owner,15.3,2956.0,83.0,7.0,Tata
7119,Nissan Micra XV CVT,2015,325000,50000,Petrol,Individual,Automatic,First Owner,19.34,1198.0,76.0,5.0,Nissan
7120,Hyundai Grand i10 Asta,2014,455999,32000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,Hyundai
7121,Maruti Alto STD,2008,129000,60000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.0,5.0,Maruti
7122,Maruti Alto 800 LXI,2017,254000,40000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.0,5.0,Maruti
7123,Ford Ecosport 1.5 Diesel Trend,2014,570000,48000,Diesel,Individual,Manual,First Owner,21.7,1498.0,98.0,5.0,Ford
7124,Nissan Terrano XL D Option,2018,840000,30000,Diesel,Individual,Manual,First Owner,19.87,1461.0,83.0,5.0,Nissan
7125,Tata New Safari DICOR 2.2 GX 4x2 BS IV,2010,235000,100000,Diesel,Individual,Manual,Second Owner,13.93,2179.0,138.0,7.0,Tata
7126,Mahindra TUV 300 T6,2016,700000,50000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,Mahindra
7127,Hyundai Santro Xing ABS,2010,140000,40000,Petrol,Individual,Manual,Second Owner,19.3,1248.0,82.0,5.0,Hyundai
7128,Hyundai Grand i10 1.2 Kappa Sportz Option,2018,528000,5000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.0,5.0,Hyundai
7129,Jeep Compass 2.0 Limited Option,2017,1500000,12000,Diesel,Individual,Manual,First Owner,17.1,1956.0,170.0,5.0,Jeep
7130,Mahindra Bolero 2011-2019 DI - AC BS III,2016,560000,72000,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,9.0,Mahindra
7131,Mahindra Bolero 2011-2019 DI - AC BS III,2016,600000,70000,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,9.0,Mahindra
7132,Chevrolet Aveo U-VA 1.2 LS,2007,102000,50000,Petrol,Individual,Manual,Second Owner,15.26,1150.0,74.0,5.0,Chevrolet
7133,Mahindra XUV500 W8 AWD,2014,750000,70000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7.0,Mahindra
7134,Chevrolet Aveo U-VA 1.2,2010,148000,70000,Petrol,Individual,Manual,Third Owner,14.7,1150.0,76.0,5.0,Chevrolet
